AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,Tickle Law Office PLLC,105 S Main St,Louisburg,NC,27549,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,275000,206250,12/28/2023,2024,1/26/2024,PLP,Guaranty,11.5,V,300,541110,Offices of Lawyers,NA,NA,FRANKLIN,NC,NORTH CAROLINA DISTRICT OFFICE,04,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,GREENLEE PSYCHOLOGICAL,5850 Fayetteville Rd 211,DURHAM,NC,27713,"JPMorgan Chase Bank, National Association",628,None,1111 Polaris Pkwy,COLUMBUS,OH,43240,215000,107500,12/28/2023,2024,1/28/2024,SBA Express,FA$TRK (Small Loan Express),10.2,F,84,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,15,NA
12/31/2024,7A,H.E.M. LLC,2503 W RUHL RD,FREELAND,MD,21053,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,40000,20000,12/28/2023,2024,1/9/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,C&C Advocacy and Health Servic,3655A OLD COURT RD STE 12,Pikesville,MD,21208,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,150000,127500,4/1/2024,2024,NA,PLP,Guaranty,11.5,V,120,621420,Outpatient Mental Health and Substance Abuse Centers,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,55,NA
12/31/2024,7A,DESIGNMASTERS HOLDINGS LLC,1283 23RD ST SE,HICKORY,NC,28602,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,1500000,1125000,4/1/2024,2024,4/8/2024,PLP,Guaranty,10.5,V,120,337121,Upholstered Household Furniture Manufacturing,NA,NA,CATAWBA,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,57,Y
12/31/2024,7A,JPS INC,301 Residence Inn Blvd,Durham,NC,27713,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,5000000,3750000,4/1/2024,2024,4/7/2024,PLP,Guaranty,9.5,V,300,721110,Hotels (except Casino Hotels) and Motels,S7150,Sonesta Hotels and Resorts,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,18,Y
12/31/2024,7A,Sanctum Coffee & Wine Bar LLC,305 Williamsboro St,Oxford,NC,27565,Carolina Small Business Development Fund,None,None,"3128 Highwoods Blvd., Suite 17",Raleigh,NC,27604,173600,130200,4/1/2024,2024,NA,OTH 7A,Guaranty,9.25,F,123,722515,Snack and Nonalcoholic Beverage Bars,NA,NA,GRANVILLE,NC,NORTH CAROLINA DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,2,NA
12/31/2024,7A,Camp West LLC,9 MIDNIGHT DR,ASHEVILLE,NC,28806,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,4025000,3018750,4/1/2024,2024,4/26/2024,PLP,Guaranty,8.5,V,300,721211,RV (Recreational Vehicle) Parks and Campgrounds,NA,NA,BUNCOMBE,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,10,NA
12/31/2024,7A,HONEY-JELLY LLC,964 Crestview Church Road,ASHEBORO,NC,27204,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,150000,75000,9/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),9,V,120,721211,RV (Recreational Vehicle) Parks and Campgrounds,NA,NA,RANDOLPH,NC,NORTH CAROLINA DISTRICT OFFICE,13,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,4,NA
12/31/2024,7A,DSMETZGER INC.,98 CROWN BRIDGE PLACE,HAYESVILLE,NC,28904,Dogwood State Bank,57095,None,5401 Six Forks Rd,RALEIGH,NC,27609,845000,633750,1/21/2024,2024,2/27/2024,PLP,Guaranty,10.5,V,120,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,NA,NA,CLAY,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,FUSION VETERINARY ORTHOPEDICS,4451 PARLIAMENT PL,LANHAM,MD,20706,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,3000000,2250000,1/21/2024,2024,6/18/2024,PLP,Guaranty,8.74,V,126,541940,Veterinary Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,K & L Fitness LLC,3130 ENVIRON WAY,CHAPEL HILL,NC,27517,Hanover Community Bank,58675,None,80 East Jericho Turnpike,Mineola,NY,11501,498500,373875,1/21/2024,2024,3/13/2024,PLP,Guaranty,11.25,V,129,713940,Fitness and Recreational Sports Centers,NA,NA,ORANGE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,24,NA
12/31/2024,7A,ARGU INC.,11890 SUNRISE VALLEY DR Suite,RESTON,VA,20191,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,1/21/2024,2024,2/29/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,561720,Janitorial Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,40,NA
12/31/2024,7A,MARYLAND EQUIPMENT SERVICES L,4626 FORGE ACRE DR,PERRY HALL,MD,21128,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,20000,10000,1/21/2024,2024,1/26/2024,SBA Express,FA$TRK (Small Loan Express),13.9,V,120,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,Rock Glam Lash Rock Glam Roc,711 Iredell St,Durham,NC,27705,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,75000,63750,1/21/2024,2024,3/1/2024,PLP,Guaranty,11.5,V,120,812112,Beauty Salons,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,Nidaros3 Inc.,42841 CREEK VIEW PLAZA STE 110,ASHBURN,VA,20147,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,129300,109905,1/21/2024,2024,1/25/2024,PLP,Guaranty,13.25,V,120,611710,Educational Support Services,S3269,theCoderSchool,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Kevin L. Young Corporation,9414 Fairfax Boulevard,FAIRFAX,VA,22031,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,625500,469125,1/21/2024,2024,2/28/2024,PLP,Guaranty,11.25,V,120,722511,Full-Service Restaurants,S1997,Zoup!,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,13,NA
12/31/2024,7A,Kevin L. Young Corporation,9414 Fairfax Boulevard,FAIRFAX,VA,22031,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,30000,15000,1/21/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,120,722511,Full-Service Restaurants,S1997,Zoup!,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,13,NA
12/31/2024,7A,BY Company LLC,212 QUEEN ST,ALEXANDRIA,VA,22314,PCB Bank,57463,None,"3701 Wilshire Blvd, Ste 900",LOS ANGELES,CA,90010,1641000,1230750,1/21/2024,2024,2/26/2024,PLP,Guaranty,10.75,V,300,722511,Full-Service Restaurants,NA,NA,ALEXANDRIA CITY,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,12,Y
12/31/2024,7A,BFE Ventures Inc.,"1050 Newland Avenue, Unit B-15",APEX,NC,27523,Hanover Community Bank,58675,None,80 East Jericho Turnpike,Mineola,NY,11501,838000,628500,1/21/2024,2024,5/10/2024,OTH 7A,Guaranty,11.25,V,126,713940,Fitness and Recreational Sports Centers,S6886,Body Fit Training (BFT),WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,8,NA
12/31/2024,7A,Beckham Capital LLC,3005 STERLING DR,WAXHAW,NC,28173,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,153500,76750,1/21/2024,2024,4/16/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,541618,Other Management Consulting Services,NA,NA,UNION,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Quick's HVAC Inc.,2624 Leighton Ridge Dr,WAKE FOREST,NC,27587,"Lendistry SBLC, LLC",None,None,767 South Alameda Street,Los Angeles,CA,90021,102700,87295,1/21/2024,2024,1/30/2024,PLP,Guaranty,13,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,15,Y
12/31/2024,7A,OAK VALLEY LANDSCAPE & HARDSCA,"9406 Charter Crossing Drive, S",MECHANICSVILLE,VA,23116,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,75000,37500,5/9/2024,2024,6/5/2024,SBA Express,FA$TRK (Small Loan Express),10,V,120,561730,Landscaping Services,NA,NA,HANOVER,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,1,16,NA
12/31/2024,7A,D.R.E.A.M Tech Academy LLC,2460 County Drive,PETERSBURG,VA,23805,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,495000,247500,5/9/2024,2024,6/14/2024,SBA Express,FA$TRK (Small Loan Express),9.25,F,300,611110,Elementary and Secondary Schools,NA,NA,PETERSBURG CITY,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,Florence Woodland LLC,"32 Mill Creek Dr., Suite 110",CHARLOTTESVILLE,VA,22902,"Blue Ridge Bank, National Association",35274,None,1 E Market St,MARTINSVILLE,VA,24112,200000,100000,5/9/2024,2024,6/10/2024,SBA Express,FA$TRK (Small Loan Express),10,V,120,541940,Veterinary Services,NA,NA,CHARLOTTESVILLE CITY,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,9,NA
12/31/2024,7A,CHIROPRACTIC & WELLNESS CENTER,7686 Richmond HWY Ste 115,ALEXANDRIA,VA,22306,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,5/9/2024,2024,6/7/2024,SBA Express,FA$TRK (Small Loan Express),12,V,60,621310,Offices of Chiropractors,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,APEX HVAC Solutions LLC,4859 RAILWAY CIR,MONROVIA,MD,21770,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,125000,62500,5/9/2024,2024,10/31/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,8,NA
12/31/2024,7A,Beyond Your Books LLC,673 STONEY RD,HEATHSVILLE,VA,22473,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,5/9/2024,2024,5/31/2024,PLP,Guaranty,13.25,V,120,541219,Other Accounting Services,NA,NA,NORTHUMBERLAND,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,TCB Beverages LLC,1203 Southport Supply Road SE,BOLIVIA,NC,28422,Paragon Bank,57874,None,"5400 Poplar Ave, Ste 150",Memphis,TN,38119,775800,581850,5/9/2024,2024,NA,PLP,Guaranty,10.75,V,306,312120,Breweries,NA,NA,BRUNSWICK,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,6,NA
12/31/2024,7A,Jasmine R. Elmore DDS PLLC,2401 WOOTEN BLVD SW STE F,WILSON,NC,27893,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,5/9/2024,2024,5/21/2024,PLP,Guaranty,13.25,V,120,621210,Offices of Dentists,NA,NA,WILSON,NC,NORTH CAROLINA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,OAK VALLEY LANDSCAPE & HARDSCA,"9406 Charter Crossing Drive, S",MECHANICSVILLE,VA,23116,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,832500,624375,5/9/2024,2024,5/24/2024,PLP,Guaranty,10,V,120,561730,Landscaping Services,NA,NA,HANOVER,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,NA
12/31/2024,7A,Irays 1 Trucking Inc.,7508 Castle Rd,Manassas,VA,20109,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,100000,85000,5/9/2024,2024,5/10/2024,PLP,Guaranty,11.25,V,120,484110,"General Freight Trucking, Local",NA,NA,PRINCE WILLIAM,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,EVERFRESH FARMS LLC,"1550 caton center drive, suite",HALETHORPE,MD,21227,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,300000,225000,5/9/2024,2024,9/1/2024,PLP,Guaranty,13,V,120,424410,General Line Grocery Merchant Wholesalers,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,5,Y
12/31/2024,7A,SAA TRANSPORT LLC,8515 UNIVERSITY STATION CIR AP,CHARLOTTE,NC,28269,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,15000,7500,5/9/2024,2024,6/28/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,484110,"General Freight Trucking, Local",NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,SIVANA LLC,333 Lucy Dr,HARRISONBURG,VA,22801,Bank Five Nine,12517,None,155 W Wisconsin Ave,OCONOMOWOC,WI,53066,1227000,920250,9/27/2024,2024,10/31/2024,PLP,Guaranty,10.75,V,304,812199,Other Personal Care Services,NA,NA,HARRISONBURG CITY,VA,RICHMOND DISTRICT OFFICE,06,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,20,NA
12/31/2024,7A,CHARLESTON FILTER SERVICE INC,4609 Elk River Road,GASSAWAY,WV,26624,Byline Bank,20624,None,"180 N LaSalle St, Ste 300",CHICAGO,IL,60601,1200000,900000,9/27/2024,2024,11/15/2024,PLP,Guaranty,11.25,V,120,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,NA,NA,BRAXTON,WV,WEST VIRGINIA DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,12,NA
12/31/2024,7A,Products360 Strategy & Service,10121 Forest Landing Dr,Charlotte,NC,28213,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,125000,106250,9/27/2024,2024,NA,PLP,Guaranty,11.5,V,120,423710,Hardware Merchant Wholesalers,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,4,NA
12/31/2024,7A,Vaaraahi Services LLC,2700 STOKESDALE AVE,APEX,NC,27523,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,1494000,1120500,9/27/2024,2024,NA,PLP,Guaranty,10.5,V,129,722511,Full-Service Restaurants,NA,NA,CHATHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,18,NA
12/31/2024,7A,Yoga Center of Columbia LLC,8950 STATE ROUTE 108,COLUMBIA,MD,21045,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,65000,32500,9/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11,V,120,713940,Fitness and Recreational Sports Centers,NA,NA,HOWARD,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,1,NA
12/31/2024,7A,DACCO SCI INC.,10260 OLD COLUMBIA RD,COLUMBIA,MD,21046,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,1585000,1188750,9/27/2024,2024,11/22/2024,PLP,Guaranty,8.5,F,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,HOWARD,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,8,NA
12/31/2024,7A,Jes Child Care LLC,804 OLD STAGE RD,GLEN BURNIE,MD,21061,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,954000,715500,9/27/2024,2024,NA,PLP,Guaranty,8.56,F,120,624410,Child Day Care Services,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,0,37,NA
12/31/2024,7A,Walker Lawn Care L.L.C.,10535 Beechwood Dr,WALDORF,MD,20601,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,13400,6700,9/27/2024,2024,10/7/2024,SBA Express,FA$TRK (Small Loan Express),15,F,60,561730,Landscaping Services,NA,NA,CHARLES,MD,BALTIMORE DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,Yoga828LLC,4501 Tyncastle Hwy #3,BANNER ELK,NC,28604,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,15000,7500,9/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),9.25,V,120,713940,Fitness and Recreational Sports Centers,NA,NA,AVERY,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,0,NA
12/31/2024,7A,TSS 8 LLC,2300 N CEDAR STREET,LUMBERTON,NC,28358,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,1500000,1125000,9/27/2024,2024,11/7/2024,PLP,Guaranty,10,V,305,531130,Lessors of Miniwarehouses and Self-Storage Units,NA,NA,ROBESON,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,8,NA
12/31/2024,7A,John Harold LLC,949 West Lebanon Street,MOUNT AIRY,NC,27030,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,926500,694875,9/27/2024,2024,11/19/2024,PLP,Guaranty,8.5,V,300,541613,Marketing Consulting Services,NA,NA,SURRY,NC,NORTH CAROLINA DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,7,NA
12/31/2024,7A,RADA UNDERGROUND LLC,204 MANNING LN,EAST NEW MARKET,MD,21631,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,30000,15000,9/27/2024,2024,11/30/2024,SBA Express,FA$TRK (Small Loan Express),11,V,120,213111,Drilling Oil and Gas Wells,NA,NA,DORCHESTER,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,6,NA
12/31/2024,7A,PEACE HEALTH CARE SERVICES LLC,19 BOHN CT,ROSEDALE,MD,21237,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,9/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),13,V,120,621610,Home Health Care Services,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,16,NA
12/31/2024,7A,LatinoUSA Services Inc.,7471 RANDSHIRE WAY,RALEIGH,NC,27616,Cadence Bank,11813,None,201 S Spring St,TUPELO,MS,38804,280000,210000,5/19/2024,2024,NA,PLP,Guaranty,11.25,V,120,541213,Tax Preparation Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,4,NA
12/31/2024,7A,FUSION VETERINARY ORTHOPEDICS,4451 PARLIAMENT PL,LANHAM,MD,20706,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,225000,112500,1/21/2024,2024,6/18/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,541940,Veterinary Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,4,NA
12/31/2024,7A,Baltimore Math Tutoring LLC,1433 REISTERSTOWN RD,PIKESVILLE,MD,21208,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,30000,15000,1/21/2024,2024,1/29/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,611691,Exam Preparation and Tutoring,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,4,NA
12/31/2024,7A,ARGU INC.,11890 SUNRISE VALLEY DR Suite,RESTON,VA,20191,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,150000,75000,1/21/2024,2024,2/5/2024,SBA Express,FA$TRK (Small Loan Express),12.25,V,60,561720,Janitorial Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,11,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,40,NA
12/31/2024,7A,Shoemaker Home Services LLC db,3812 Littlebrook Dr Ste B & C,Clemmons,NC,27012,"United Midwest Savings Bank, National Association",32441,None,101 S Main St,DE GRAFF,OH,43318,125000,106250,1/21/2024,2024,2/5/2024,PLP,Guaranty,11.25,V,120,236118,Residential Remodelers,S1139,Mr. Handyman,FORSYTH,NC,NORTH CAROLINA DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,9,Y
12/31/2024,7A,UNDERPRESSURE INC,2500 Virginia Ave NW 609-S,WASHINGTON,DC,20037,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,1327000,995250,1/21/2024,2024,1/24/2024,PLP,Guaranty,7.19,F,120,561790,Other Services to Buildings and Dwellings,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,14,NA
12/31/2024,7A,Jes Child Care LLC,804 OLD STAGE RD,GLEN BURNIE,MD,21061,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,45000,22500,9/27/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),10.25,F,120,624410,Child Day Care Services,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,37,NA
12/31/2024,7A,S New Hope Automotive LLC,2726 LOWELL BETHESDA RD,GASTONIA,NC,28056,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,1703000,1277250,9/27/2024,2024,NA,PLP,Guaranty,10.5,V,309,811111,General Automotive Repair,NA,NA,GASTON,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,7,NA
12/31/2024,7A,John E. Link Trucking Inc.,8757-B SNOW CAMP RD,SNOW CAMP,NC,27349,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,2540000,1016000,9/27/2024,2024,10/22/2024,PLP,Guaranty,9.75,V,120,484220,"Specialized Freight (except Used Goods) Trucking, Local",NA,NA,ALAMANCE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,13,Y
12/31/2024,7A,WESLEY JOHNSON,3758 Old Creek Rd,Greenville,NC,27834,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,20000,17000,9/27/2024,2024,NA,PLP,Guaranty,11.25,V,120,236118,Residential Remodelers,NA,NA,PITT,NC,NORTH CAROLINA DISTRICT OFFICE,01,INDIVIDUAL,Existing or more than 2 years old,COMMIT,NA,NA,0,0,1,NA
